Compound Type	Standard Deviation	Docking Strategy
Fragments (667)	0.15521	rDock
Fragments (667)	0.14973	rDock
Fragments (667)	0.16127	rDock
Fragments (667)	0.16303	rDock
Fragments (667)	0.15987	rDock
Fragments (667)	0.1851	rDock
Fragments (667)	0.16932	rDock
Fragments (667)	0.1546	rDock
Fragments (667)	0.15212	rDock
Fragments (667)	0.14545	rDock
Fragments (667)	0.14876	rDock
Fragments (667)	0.17387	rDock
Fragments (667)	0.14419	rDock
Fragments (667)	0.14492	rDock
Fragments (667)	0.15686	rDock
Fragments (667)	0.22518	rDock
Fragments (667)	0.16527	rDock
Fragments (667)	0.16997	rDock
Fragments (667)	0.16263	rDock
Fragments (667)	0.17062	rDock
Fragments (667)	0.13214	rDock
Fragments (667)	0.13288	rDock
Fragments (667)	0.12101	rDock
Fragments (667)	0.13936	rDock
Fragments (667)	0.14665	rDock
Fragments (667)	0.14097	rDock
Fragments (667)	0.16061	rDock
Fragments (667)	0.13325	rDock
Fragments (667)	0.14983	rDock
Fragments (667)	0.14429	rDock
Fragments (667)	0.16742	rDock
Fragments (667)	0.16826	rDock
Fragments (667)	0.16977	rDock
Fragments (667)	0.16768	rDock
Fragments (667)	0.17952	rDock
Fragments (667)	0.18532	rDock
Fragments (667)	0.15483	rDock
Fragments (667)	0.14829	rDock
Fragments (667)	0.13548	rDock
Fragments (667)	0.18306	rDock
Fragments (667)	0.18384	rDock
Fragments (667)	0.18993	rDock
Fragments (667)	0.17529	rDock
Fragments (667)	0.17835	rDock
Fragments (667)	0.18653	rDock
Fragments (667)	0.19545	rDock
Fragments (667)	0.17381	rDock
Fragments (667)	0.19825	rDock
Fragments (667)	0.19825	rDock
Fragments (667)	0.16601	rDock
Fragments (667)	0.16691	rDock
Fragments (667)	0.15243	rDock
Fragments (667)	0.17541	rDock
Fragments (667)	0.16989	rDock
Fragments (667)	0.16255	rDock
Fragments (667)	0.15106	rDock
Fragments (667)	0.17411	rDock
Fragments (667)	0.16395	rDock
Fragments (667)	0.15758	rDock
Fragments (667)	0.12722	rDock
Fragments (667)	0.12457	rDock
Fragments (667)	0.20718	rDock
Fragments (667)	0.14134	rDock
Fragments (667)	0.15167	rDock
Fragments (667)	0.14879	rDock
Fragments (667)	0.12177	rDock
Fragments (667)	0.1684	rDock
Fragments (667)	0.15171	rDock
Fragments (667)	0.15093	rDock
Fragments (667)	0.18037	rDock
Fragments (667)	0.17368	rDock
Fragments (667)	0.16851	rDock
Fragments (667)	0.17163	rDock
Fragments (667)	0.1802	rDock
Fragments (667)	0.17613	rDock
Fragments (667)	0.15148	rDock
Fragments (667)	0.16583	rDock
Fragments (667)	0.15556	rDock
Fragments (667)	0.14881	rDock
Fragments (667)	0.17918	rDock
Fragments (667)	0.15397	rDock
Fragments (667)	0.16751	rDock
Fragments (667)	0.16789	rDock
Fragments (667)	0.16669	rDock
Fragments (667)	0.1655	rDock
Fragments (667)	0.16027	rDock
Fragments (667)	0.17758	rDock
Fragments (667)	0.19959	rDock
Fragments (667)	0.16716	rDock
Fragments (667)	0.15764	rDock
Fragments (667)	0.17938	rDock
Fragments (667)	0.16069	rDock
Fragments (667)	0.16189	rDock
Fragments (667)	0.15501	rDock
Fragments (667)	0.15093	rDock
Fragments (667)	0.17304	rDock
Fragments (667)	0.23982	rDock
Fragments (667)	0.27471	rDock
Fragments (667)	0.26288	rDock
Fragments (667)	0.15838	rDock
Fragments (667)	0.16395	rDock
Fragments (667)	0.17081	rDock
Fragments (667)	0.15144	rDock
Fragments (667)	0.13353	rDock
Fragments (667)	0.17132	rDock
Fragments (667)	0.1552	rDock
Fragments (667)	0.17212	rDock
Fragments (667)	0.16823	rDock
Fragments (667)	0.15606	rDock
Fragments (667)	0.15022	rDock
Fragments (667)	0.16557	rDock
Fragments (667)	0.16838	rDock
Fragments (667)	0.16874	rDock
Fragments (667)	0.17238	rDock
Fragments (667)	0.18052	rDock
Fragments (667)	0.16593	rDock
Fragments (667)	0.18304	rDock
Fragments (667)	0.16926	rDock
Fragments (667)	0.16824	rDock
Fragments (667)	0.18893	rDock
Fragments (667)	0.18036	rDock
Fragments (667)	0.17757	rDock
Fragments (667)	0.18022	rDock
Fragments (667)	0.13237	rDock
Fragments (667)	0.16302	rDock
Fragments (667)	0.16955	rDock
Fragments (667)	0.19803	rDock
Fragments (667)	0.11682	rDock
Fragments (667)	0.12827	rDock
Fragments (667)	0.20487	rDock
Fragments (667)	0.22112	rDock
Fragments (667)	0.15844	rDock
Fragments (667)	0.1709	rDock
Fragments (667)	0.11624	rDock
Fragments (667)	0.12001	rDock
Fragments (667)	0.11734	rDock
Fragments (667)	0.14705	rDock
Fragments (667)	0.15849	rDock
Fragments (667)	0.19931	rDock
Fragments (667)	0.15942	rDock
Fragments (667)	0.16778	rDock
Fragments (667)	0.14331	rDock
Fragments (667)	0.1549	rDock
Fragments (667)	0.09482	rDock
Fragments (667)	0.1312	rDock
Fragments (667)	0.18556	rDock
Fragments (667)	0.15557	rDock
Fragments (667)	0.12214	rDock
Fragments (667)	0.09346	rDock
Fragments (667)	0.08529	rDock
Fragments (667)	0.15487	rDock
Fragments (667)	0.13802	rDock
Fragments (667)	0.19955	rDock
Fragments (667)	0.13936	rDock
Fragments (667)	0.15925	rDock
Fragments (667)	0.15324	rDock
Fragments (667)	0.15749	rDock
Fragments (667)	0.16258	rDock
Fragments (667)	0.16058	rDock
Fragments (667)	0.146	rDock
Fragments (667)	0.16669	rDock
Fragments (667)	0.17574	rDock
Fragments (667)	0.15146	rDock
Fragments (667)	0.16827	rDock
Fragments (667)	0.14527	rDock
Fragments (667)	0.1756	rDock
Fragments (667)	0.14718	rDock
Fragments (667)	0.195	rDock
Fragments (667)	0.17517	rDock
Fragments (667)	0.19835	rDock
Fragments (667)	0.19626	rDock
Fragments (667)	0.17878	rDock
Fragments (667)	0.16828	rDock
Fragments (667)	0.19873	rDock
Fragments (667)	0.20603	rDock
Fragments (667)	0.18251	rDock
Fragments (667)	0.1841	rDock
Fragments (667)	0.18006	rDock
Fragments (667)	0.16861	rDock
Fragments (667)	0.21529	rDock
Fragments (667)	0.19989	rDock
Fragments (667)	0.21162	rDock
Fragments (667)	0.19299	rDock
Fragments (667)	0.19684	rDock
Fragments (667)	0.18689	rDock
Fragments (667)	0.1988	rDock
Fragments (667)	0.20415	rDock
Fragments (667)	0.20763	rDock
Fragments (667)	0.19956	rDock
Fragments (667)	0.19423	rDock
Fragments (667)	0.21426	rDock
Fragments (667)	0.21609	rDock
Fragments (667)	0.2228	rDock
Fragments (667)	0.20153	rDock
Fragments (667)	0.1922	rDock
Fragments (667)	0.21859	rDock
Fragments (667)	0.20161	rDock
Fragments (667)	0.1686	rDock
Fragments (667)	0.16236	rDock
Fragments (667)	0.13864	rDock
Fragments (667)	0.17901	rDock
Fragments (667)	0.11836	rDock
Fragments (667)	0.12748	rDock
Fragments (667)	0.13248	rDock
Fragments (667)	0.13026	rDock
Fragments (667)	0.15694	rDock
Fragments (667)	0.1538	rDock
Fragments (667)	0.19017	rDock
Fragments (667)	0.17098	rDock
Fragments (667)	0.18008	rDock
Fragments (667)	0.13877	rDock
Fragments (667)	0.1097	rDock
Fragments (667)	0.11957	rDock
Fragments (667)	0.1184	rDock
Fragments (667)	0.11732	rDock
Fragments (667)	0.12316	rDock
Fragments (667)	0.13017	rDock
Fragments (667)	0.14897	rDock
Fragments (667)	0.14267	rDock
Fragments (667)	0.1321	rDock
Fragments (667)	0.14185	rDock
Fragments (667)	0.17241	rDock
Fragments (667)	0.16385	rDock
Fragments (667)	0.16274	rDock
Fragments (667)	0.14918	rDock
Fragments (667)	0.12439	rDock
Fragments (667)	0.13646	rDock
Fragments (667)	0.18682	rDock
Fragments (667)	0.19785	rDock
Fragments (667)	0.18589	rDock
Fragments (667)	0.17729	rDock
Fragments (667)	0.19713	rDock
Fragments (667)	0.19241	rDock
Fragments (667)	0.20723	rDock
Fragments (667)	0.1466	rDock
Fragments (667)	0.15901	rDock
Fragments (667)	0.18791	rDock
Fragments (667)	0.14471	rDock
Fragments (667)	0.14246	rDock
Fragments (667)	0.17786	rDock
Fragments (667)	0.20114	rDock
Fragments (667)	0.14763	rDock
Fragments (667)	0.15414	rDock
Fragments (667)	0.18001	rDock
Fragments (667)	0.19859	rDock
Fragments (667)	0.17901	rDock
Fragments (667)	0.15529	rDock
Fragments (667)	0.11467	rDock
Fragments (667)	0.20564	rDock
Fragments (667)	0.18139	rDock
Fragments (667)	0.17782	rDock
Fragments (667)	0.1582	rDock
Fragments (667)	0.14298	rDock
Fragments (667)	0.12347	rDock
Fragments (667)	0.12007	rDock
Fragments (667)	0.17459	rDock
Fragments (667)	0.18402	rDock
Fragments (667)	0.17742	rDock
Fragments (667)	0.16566	rDock
Fragments (667)	0.14656	rDock
Fragments (667)	0.18099	rDock
Fragments (667)	0.1601	rDock
Fragments (667)	0.01572	SMINA
Fragments (667)	0.04611	SMINA
Fragments (667)	0.06337	SMINA
Fragments (667)	0.0793	SMINA
Fragments (667)	0.10546	SMINA
Fragments (667)	0.01592	SMINA
Fragments (667)	0.01528	SMINA
Fragments (667)	0.01395	SMINA
Fragments (667)	0.01484	SMINA
Fragments (667)	0.013	SMINA
Fragments (667)	0.01117	SMINA
Fragments (667)	0.0112	SMINA
Fragments (667)	0.01669	SMINA
Fragments (667)	0.02084	SMINA
Fragments (667)	0.02697	SMINA
Fragments (667)	0.0236	SMINA
Fragments (667)	0.02451	SMINA
Fragments (667)	0.02313	SMINA
Fragments (667)	0.04082	SMINA
Fragments (667)	0.03582	SMINA
Fragments (667)	0.02941	SMINA
Fragments (667)	0.02522	SMINA
Fragments (667)	0.02897	SMINA
Fragments (667)	0.04948	SMINA
Fragments (667)	0.04873	SMINA
Fragments (667)	0.04695	SMINA
Fragments (667)	0.0473	SMINA
Fragments (667)	0.04316	SMINA
Fragments (667)	0.048	SMINA
Fragments (667)	0.05732	SMINA
Fragments (667)	0.12543	SMINA
Fragments (667)	0.14013	SMINA
Fragments (667)	0.02815	SMINA
Fragments (667)	0.02627	SMINA
Fragments (667)	0.03686	SMINA
Fragments (667)	0.04225	SMINA
Fragments (667)	0.0601	SMINA
Fragments (667)	0.06081	SMINA
Fragments (667)	0.05527	SMINA
Fragments (667)	0.06432	SMINA
Fragments (667)	0.0605	SMINA
Fragments (667)	0.08413	SMINA
Fragments (667)	0.08884	SMINA
Fragments (667)	0.08496	SMINA
Fragments (667)	0.11895	SMINA
Fragments (667)	0.08409	SMINA
Fragments (667)	0.10719	SMINA
Fragments (667)	0.10513	SMINA
Fragments (667)	0.1045	SMINA
Fragments (667)	0.10947	SMINA
Fragments (667)	0.09033	SMINA
Fragments (667)	0.08979	SMINA
Fragments (667)	0.12704	SMINA
Fragments (667)	0.1505	SMINA
Fragments (667)	0.14203	SMINA
Fragments (667)	0.13339	SMINA
Fragments (667)	0.1221	SMINA
Fragments (667)	0.11877	SMINA
Fragments (667)	0.11711	SMINA
Fragments (667)	0.11492	SMINA
Fragments (667)	0.11255	SMINA
Fragments (667)	0.12806	SMINA
Fragments (667)	0.11958	SMINA
Fragments (667)	0.12016	SMINA
Fragments (667)	0.14914	SMINA
Fragments (667)	0.17913	SMINA
Fragments (667)	0.17654	SMINA
Fragments (667)	0.17956	SMINA
Fragments (667)	0.02532	SMINA
Fragments (667)	0.02362	SMINA
Fragments (667)	0.03401	SMINA
Fragments (667)	0.03968	SMINA
Fragments (667)	0.09031	SMINA
Fragments (667)	0.09915	SMINA
Fragments (667)	0.03085	SMINA
Fragments (667)	0.03129	SMINA
Fragments (667)	0.03502	SMINA
Fragments (667)	0.02839	SMINA
Fragments (667)	0.03066	SMINA
Fragments (667)	0.03341	SMINA
Fragments (667)	0.0341	SMINA
Fragments (667)	0.04601	SMINA
Fragments (667)	0.05205	SMINA
Fragments (667)	0.05863	SMINA
Fragments (667)	0.05629	SMINA
Fragments (667)	0.0976	SMINA
Fragments (667)	0.08955	SMINA
Fragments (667)	0.10719	SMINA
Fragments (667)	0.10456	SMINA
Fragments (667)	0.04117	SMINA
Fragments (667)	0.0401	SMINA
Fragments (667)	0.02576	SMINA
Fragments (667)	0.02376	SMINA
Fragments (667)	0.02313	SMINA
Fragments (667)	0.02351	SMINA
Fragments (667)	0.03003	SMINA
Fragments (667)	0.02364	SMINA
Fragments (667)	0.12083	SMINA
Fragments (667)	0.13393	SMINA
Fragments (667)	0.11504	SMINA
Fragments (667)	0.13018	SMINA
Fragments (667)	0.02755	SMINA
Fragments (667)	0.03226	SMINA
Fragments (667)	0.01608	SMINA
Fragments (667)	0.02204	SMINA
Fragments (667)	0.03324	SMINA
Fragments (667)	0.02799	SMINA
Fragments (667)	0.02609	SMINA
Fragments (667)	0.0233	SMINA
Fragments (667)	0.04691	SMINA
Fragments (667)	0.01938	SMINA
Fragments (667)	0.02816	SMINA
Fragments (667)	0.03812	SMINA
Fragments (667)	0.04726	SMINA
Fragments (667)	0.15349	SMINA
Fragments (667)	0.15464	SMINA
Fragments (667)	0.15785	SMINA
Fragments (667)	0.14938	SMINA
Fragments (667)	0.0237	SMINA
Fragments (667)	0.0267	SMINA
Fragments (667)	0.04553	SMINA
Fragments (667)	0.02688	SMINA
Fragments (667)	0.04268	SMINA
Fragments (667)	0.14594	SMINA
Fragments (667)	0.14188	SMINA
Fragments (667)	0.14934	SMINA
Fragments (667)	0.15615	SMINA
Fragments (667)	0.15351	SMINA
Fragments (667)	0.11583	SMINA
Fragments (667)	0.11922	SMINA
Fragments (667)	0.14546	SMINA
Fragments (667)	0.12585	SMINA
Fragments (667)	0.10145	SMINA
Fragments (667)	0.11365	SMINA
Fragments (667)	0.10947	SMINA
Fragments (667)	0.09062	SMINA
Fragments (667)	0.1134	SMINA
Fragments (667)	0.11286	SMINA
Fragments (667)	0.11721	SMINA
Fragments (667)	0.09446	SMINA
Fragments (667)	0.12229	SMINA
Fragments (667)	0.13403	SMINA
Fragments (667)	0.13169	SMINA
Fragments (667)	0.12355	SMINA
Fragments (667)	0.13331	SMINA
Fragments (667)	0.11563	SMINA
Fragments (667)	0.0891	SMINA
Fragments (667)	0.0998	SMINA
Fragments (667)	0.11376	SMINA
Fragments (667)	0.06893	SMINA
Fragments (667)	0.08766	SMINA
Fragments (667)	0.09204	SMINA
Fragments (667)	0.07957	SMINA
Fragments (667)	0.08275	SMINA
Fragments (667)	0.06371	SMINA
Fragments (667)	0.11302	SMINA
Fragments (667)	0.1137	SMINA
Fragments (667)	0.09506	SMINA
Fragments (667)	0.07431	SMINA
Fragments (667)	0.07464	SMINA
Fragments (667)	0.07122	SMINA
Fragments (667)	0.0728	SMINA
Fragments (667)	0.08389	SMINA
Fragments (667)	0.07899	SMINA
Fragments (667)	0.11215	SMINA
Fragments (667)	0.06649	SMINA
Fragments (667)	0.09212	SMINA
Fragments (667)	0.09026	SMINA
Fragments (667)	0.09771	SMINA
Fragments (667)	0.08922	SMINA
Fragments (667)	0.08527	SMINA
Fragments (667)	0.10888	SMINA
Fragments (667)	0.09062	SMINA
Fragments (667)	0.08144	SMINA
Fragments (667)	0.07984	SMINA
Fragments (667)	0.08068	SMINA
Fragments (667)	0.08672	SMINA
Fragments (667)	0.09206	SMINA
Fragments (667)	0.11808	SMINA
Fragments (667)	0.07161	SMINA
Fragments (667)	0.05313	SMINA
Fragments (667)	0.07967	SMINA
Fragments (667)	0.07097	SMINA
Fragments (667)	0.15081	SMINA
Fragments (667)	0.10689	SMINA
Fragments (667)	0.10856	SMINA
Fragments (667)	0.17902	SMINA
Fragments (667)	0.14698	SMINA
Fragments (667)	0.1442	SMINA
Fragments (667)	0.14259	SMINA
Fragments (667)	0.15139	SMINA
Fragments (667)	0.14001	SMINA
Fragments (667)	0.15368	SMINA
Fragments (667)	0.14333	SMINA
Fragments (667)	0.13645	SMINA
Fragments (667)	0.15036	SMINA
Fragments (667)	0.13971	SMINA
Fragments (667)	0.14657	SMINA
Fragments (667)	0.14489	SMINA
Fragments (667)	0.14044	SMINA
Fragments (667)	0.11605	SMINA
Fragments (667)	0.11409	SMINA
Fragments (667)	0.10475	SMINA
Fragments (667)	0.1316	SMINA
Fragments (667)	0.13566	SMINA
Fragments (667)	0.10104	SMINA
Fragments (667)	0.08963	SMINA
Fragments (667)	0.08531	SMINA
Fragments (667)	0.09371	SMINA
Fragments (667)	0.02655	SMINA
Fragments (667)	0.04266	SMINA
Fragments (667)	0.02781	SMINA
Fragments (667)	0.15038	SMINA
Fragments (667)	0.13015	SMINA
Fragments (667)	0.03672	SMINA
Fragments (667)	0.04356	SMINA
Fragments (667)	0.03639	SMINA
Fragments (667)	0.04189	SMINA
Fragments (667)	0.04325	SMINA
Fragments (667)	0.01674	SMINA
Fragments (667)	0.05641	SMINA
Fragments (667)	0.02418	SMINA
Fragments (667)	0.03654	SMINA
Fragments (667)	0.02563	SMINA
Fragments (667)	0.0375	SMINA
Fragments (667)	0.03949	SMINA
Fragments (667)	0.03607	SMINA
Fragments (667)	0.04233	SMINA
Fragments (667)	0.04188	SMINA
Fragments (667)	0.05012	SMINA
Fragments (667)	0.03509	SMINA
Fragments (667)	0.0287	SMINA
Fragments (667)	0.04211	SMINA
Fragments (667)	0.0322	SMINA
Fragments (667)	0.0338	SMINA
Fragments (667)	0.03306	SMINA
Fragments (667)	0.02862	SMINA
Fragments (667)	0.05578	SMINA
Fragments (667)	0.06049	SMINA
Fragments (667)	0.06357	SMINA
Fragments (667)	0.04988	SMINA
Fragments (667)	0.05441	SMINA
Fragments (667)	0.04358	SMINA
Fragments (667)	0.05859	SMINA
Fragments (667)	0.06805	SMINA
Fragments (667)	0.03274	SMINA
Fragments (667)	0.02248	SMINA
Fragments (667)	0.07079	SMINA
Fragments (667)	0.03881	SMINA
Fragments (667)	0.06794	SMINA
Fragments (667)	0.07277	SMINA
Fragments (667)	0.04773	SMINA
Fragments (667)	0.07637	SMINA
Fragments (667)	0.04111	SMINA
Fragments (667)	0.0385	SMINA
Fragments (667)	0.04666	SMINA
Fragments (667)	0.0641	SMINA
Fragments (667)	0.05681	SMINA
Fragments (667)	0.09888	SMINA
Fragments (667)	0.09868	SMINA
Fragments (667)	0.04223	SMINA
Fragments (667)	0.04856	SMINA
Fragments (667)	0.04872	SMINA
Fragments (667)	0.0399	SMINA
Fragments (667)	0.04997	SMINA
Fragments (667)	0.05407	SMINA
Fragments (667)	0.0562	SMINA
Fragments (667)	0.03911	SMINA
Fragments (667)	0.04009	SMINA
Fragments (667)	0.03609	SMINA
Fragments (667)	0.07981	SMINA
Fragments (667)	0.08827	SMINA
Fragments (667)	0.09015	SMINA
Fragments (667)	0.07137	SMINA
Fragments (667)	0.0839	SMINA
Fragments (667)	0.06425	SMINA
Fragments (667)	0.08012	SMINA
Fragments (667)	0.08693	SMINA
Fragments (667)	0.05712	SMINA
Fragments (667)	0.06354	SMINA
Fragments (667)	0.06278	SMINA
Fragments (667)	0.07241	SMINA
Fragments (667)	0.09266	SMINA
Fragments (667)	0.07807	SMINA
Fragments (667)	0.09076	SMINA
Fragments (667)	0.07825	SMINA
Fragments (667)	0.07332	SMINA
Fragments (667)	0.0782	SMINA
Fragments (667)	0.06869	SMINA
Fragments (667)	0.0722	SMINA
Fragments (667)	0.06281	SMINA
Fragments (667)	0.12115	SMINA
Fragments (667)	0.10407	SMINA
Fragments (667)	0.09617	SMINA
Fragments (667)	0.09717	SMINA
Fragments (667)	0.10674	SMINA
Fragments (667)	0.0892	SMINA
Fragments (667)	0.09039	SMINA
Fragments (667)	0.04796	SMINA
Fragments (667)	0.06601	SMINA
Fragments (667)	0.08223	SMINA
Fragments (667)	0.08865	SMINA
Fragments (667)	0.03189	SMINA
Fragments (667)	0.03556	SMINA
Fragments (667)	0.03286	SMINA
Fragments (667)	0.03907	SMINA
Fragments (667)	0.05329	SMINA
Fragments (667)	0.04761	SMINA
Fragments (667)	0.13934	SMINA
Fragments (667)	0.14424	SMINA
Fragments (667)	0.08482	SMINA
Fragments (667)	0.07948	SMINA
Fragments (667)	0.08162	SMINA
Fragments (667)	0.0862	SMINA
Fragments (667)	0.08313	SMINA
Fragments (667)	0.08313	SMINA
Fragments (667)	0.11953	SMINA
Fragments (667)	0.11724	SMINA
Fragments (667)	0.14458	SMINA
Fragments (667)	0.14566	SMINA
Fragments (667)	0.14247	SMINA
Fragments (667)	0.14487	SMINA
Fragments (667)	0.15364	SMINA
Fragments (667)	0.1523	SMINA
Fragments (667)	0.11359	SMINA
Fragments (667)	0.10904	SMINA
Fragments (667)	0.11635	SMINA
Fragments (667)	0.14626	SMINA
Fragments (667)	0.14751	SMINA
Fragments (667)	0.13987	SMINA
Fragments (667)	0.14282	SMINA
Fragments (667)	0.15698	SMINA
Fragments (667)	0.148	SMINA
Fragments (667)	0.11206	SMINA
Fragments (667)	0.14028	SMINA
Fragments (667)	0.12289	SMINA
Fragments (667)	0.1191	SMINA
Fragments (667)	0.13782	SMINA
Fragments (667)	0.11635	SMINA
Fragments (667)	0.12283	SMINA
Fragments (667)	0.0975	SMINA
Fragments (667)	0.09951	SMINA
Fragments (667)	0.09999	SMINA
Fragments (667)	0.11866	SMINA
Fragments (667)	0.10991	SMINA
Fragments (667)	0.13013	SMINA
Fragments (667)	0.09963	SMINA
Fragments (667)	0.11544	SMINA
Fragments (667)	0.11463	SMINA
Fragments (667)	0.09432	SMINA
Fragments (667)	0.09338	SMINA
Fragments (667)	0.13503	SMINA
Fragments (667)	0.08063	SMINA
Fragments (667)	0.08629	SMINA
Fragments (667)	0.09173	SMINA
Fragments (667)	0.10154	SMINA
Fragments (667)	0.0921	SMINA
Fragments (667)	0.08197	SMINA
Fragments (667)	0.08622	SMINA
Fragments (667)	0.09449	SMINA
Fragments (667)	0.09413	SMINA
Fragments (667)	0.08884	SMINA
Fragments (667)	0.08313	SMINA
Fragments (667)	0.08986	SMINA
Fragments (667)	0.08843	SMINA
Fragments (667)	0.10018	SMINA
Fragments (667)	0.10208	SMINA
Fragments (667)	0.09016	SMINA
Fragments (667)	0.09119	SMINA
Fragments (667)	0.11114	SMINA
Fragments (667)	0.10435	SMINA
Fragments (667)	0.1558	SMINA
Fragments (667)	0.1549	SMINA
Fragments (667)	0.15543	SMINA
Fragments (667)	0.14263	SMINA
Fragments (667)	0.14536	SMINA
Fragments (667)	0.17076	SMINA
Fragments (667)	0.18126	SMINA
Fragments (667)	0.17626	SMINA
Fragments (667)	0.17343	SMINA
Fragments (667)	0.15461	SMINA
Fragments (667)	0.1535	SMINA
Fragments (667)	0.15537	SMINA
Fragments (667)	0.16882	SMINA
Fragments (667)	0.16833	SMINA
Fragments (667)	0.14966	SMINA
Fragments (667)	0.14819	SMINA
Fragments (667)	0.1109	SMINA
Fragments (667)	0.12141	SMINA
Fragments (667)	0.11403	SMINA
Fragments (667)	0.10772	SMINA
Fragments (667)	0.1191	SMINA
Fragments (667)	0.13729	SMINA
Fragments (667)	0.12424	SMINA
Fragments (667)	0.12062	SMINA
Fragments (667)	0.10301	SMINA
Fragments (667)	0.10246	SMINA
Fragments (667)	0.11269	SMINA
Fragments (667)	0.11491	SMINA
Fragments (667)	0.12493	SMINA
Fragments (667)	0.11026	SMINA
Fragments (667)	0.09317	SMINA
Fragments (667)	0.09984	SMINA
Fragments (667)	0.11395	SMINA
Fragments (667)	0.10502	SMINA
Fragments (667)	0.10581	SMINA
Fragments (667)	0.12152	SMINA
Fragments (667)	0.11936	SMINA
Fragments (667)	0.12013	SMINA
Fragments (667)	0.11317	SMINA
Fragments (667)	0.11208	SMINA
Fragments (667)	0.12019	SMINA
Fragments (667)	0.13113	SMINA
Fragments (667)	0.11664	SMINA
Fragments (667)	0.11774	SMINA
Fragments (667)	0.12981	SMINA
Fragments (667)	0.12685	SMINA
Fragments (667)	0.12512	SMINA
Fragments (667)	0.13805	SMINA
Fragments (667)	0.10128	SMINA
Fragments (667)	0.11179	SMINA
Fragments (667)	0.10809	SMINA
Fragments (667)	0.11229	SMINA
Fragments (667)	0.12581	SMINA
Fragments (667)	0.13572	SMINA
Fragments (667)	0.12867	SMINA
Fragments (667)	0.13068	SMINA
Fragments (667)	0.11941	SMINA
Fragments (667)	0.12404	SMINA
Fragments (667)	0.12165	SMINA
Fragments (667)	0.13093	SMINA
Fragments (667)	0.11712	SMINA
Fragments (667)	0.11534	SMINA
Fragments (667)	0.1126	SMINA
Fragments (667)	0.11413	SMINA
Fragments (667)	0.12694	SMINA
Fragments (667)	0.11352	SMINA
Fragments (667)	0.12201	SMINA
Fragments (667)	0.11365	SMINA
Fragments (667)	0.12004	SMINA
Fragments (667)	0.13237	SMINA
Fragments (667)	0.11064	SMINA
Fragments (667)	0.12359	SMINA
Fragments (667)	0.12136	SMINA
Fragments (667)	0.12662	SMINA
Fragments (667)	0.12168	SMINA
Fragments (667)	0.13199	SMINA
Fragments (667)	0.14255	SMINA
Fragments (667)	0.14761	SMINA
Fragments (667)	0.14917	SMINA
Fragments (667)	0.13054	SMINA
Fragments (667)	0.13105	SMINA
Fragments (667)	0.17569	SMINA
Fragments (667)	0.16708	SMINA
Fragments (667)	0.13841	SMINA
Fragments (667)	0.13762	SMINA
Fragments (667)	0.1354	SMINA
Fragments (667)	0.15573	SMINA
Fragments (667)	0.13558	SMINA
Fragments (667)	0.13399	SMINA
Fragments (667)	0.12558	SMINA
Fragments (667)	0.14158	SMINA
Fragments (667)	0.14985	SMINA
Fragments (667)	0.13001	SMINA
Fragments (667)	0.12538	SMINA
Fragments (667)	0.12605	SMINA
Fragments (667)	0.07256	SMINA
Fragments (667)	0.0892	SMINA
Fragments (667)	0.13763	SMINA
Fragments (667)	0.11496	SMINA
Fragments (667)	0.14803	SMINA
Fragments (667)	0.08549	SMINA
Fragments (667)	0.11873	SMINA
Fragments (667)	0.09909	SMINA
Fragments (667)	0.0915	SMINA
Fragments (667)	0.08683	SMINA
Fragments (667)	0.10923	SMINA
Fragments (667)	0.0962	SMINA
Fragments (667)	0.09615	SMINA
Fragments (667)	0.13068	SMINA
Fragments (667)	0.09994	SMINA
Fragments (667)	0.0995	SMINA
Fragments (667)	0.09539	SMINA
Fragments (667)	0.10273	SMINA
Fragments (667)	0.10804	SMINA
Fragments (667)	0.10052	SMINA
Fragments (667)	0.09748	SMINA
Fragments (667)	0.11716	SMINA
Fragments (667)	0.09941	SMINA
Fragments (667)	0.09844	SMINA
Fragments (667)	0.09994	SMINA
Fragments (667)	0.13342	SMINA
Fragments (667)	0.09523	SMINA
Fragments (667)	0.09634	SMINA
Fragments (667)	0.07729	SMINA
Fragments (667)	0.07538	SMINA
Fragments (667)	0.09671	SMINA
Fragments (667)	0.08159	SMINA
Fragments (667)	0.09301	SMINA
Fragments (667)	0.05634	SMINA
Fragments (667)	0.06771	SMINA
Fragments (667)	0.1699	SMINA
Fragments (667)	0.17436	SMINA
Fragments (667)	0.17576	SMINA
Fragments (667)	0.09042	SMINA
Fragments (667)	0.0836	SMINA
Fragments (667)	0.11286	SMINA
Fragments (667)	0.08746	SMINA
Fragments (667)	0.07884	SMINA
Fragments (667)	0.08602	SMINA
Fragments (667)	0.08735	SMINA
Fragments (667)	0.07644	SMINA
Fragments (667)	0.07387	SMINA
Fragments (667)	0.08982	SMINA
Fragments (667)	0.09029	SMINA
Fragments (667)	0.08935	SMINA
Fragments (667)	0.07939	SMINA
Fragments (667)	0.10104	SMINA
Fragments (667)	0.08817	SMINA
Fragments (667)	0.0906	SMINA
Fragments (667)	0.11325	SMINA
Fragments (667)	0.09884	SMINA
Fragments (667)	0.06086	SMINA
Fragments (667)	0.06125	SMINA
Fragments (667)	0.14114	SMINA
Fragments (667)	0.07714	SMINA
Fragments (667)	0.09314	SMINA
Fragments (667)	0.0661	SMINA
Fragments (667)	0.06039	SMINA
